Title,Artist,Album,Status,Match Path
Peakafeller x Gerry Boulet x Wolfpack & Warp Brothers,Toujours Vivant (Martell Edit),,NOT_FOUND,
This House,Tracie Spencer,1991 Top 100,NOT_FOUND,
Give Me One Reason,Tracy Chapman,,NOT_FOUND,
Billionaire,Travie McCoy,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Billionaire.mp3
All Night (Original Mix),Tujamo & Jacob Plant,,NOT_FOUND,
Mister Calabria (Dj Cosmic Bootleg),Tujamo vs. Enur,,NOT_FOUND,
Girls Nite Out,Tyler Collins,1990 Top 100,NOT_FOUND,
Mysterious Ways,U2,,NOT_FOUND,
One,U2,,NOT_FOUND,
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,,NOT_FOUND,
The Way You Do The Things You Do,UB40,1991 Top 100,NOT_FOUND,
Here I Am (Come and Take Me),UB40,1991 Top 100,NOT_FOUND,
Can't Help Falling In Love,UB40,,NOT_FOUND,
Cat's In The Cradle,Ugly Kid Joe,,NOT_FOUND,
I Hate Everything About You,Ugly Kid Joe,,NOT_FOUND,
Cheezin' (Original Mix) www.livingelectro.com,"UMEK, Waka Flocka",Cheezin',MATCH,"/Users/patrickmoniqui/Music/MUSIQUE/UMEK, Waka Flocka - Cheezin' (Original Mix) www.livingelectro.com.mp3"
Revolution (Dj Cosmic Quick Hitter),Ummet Ozcan & R3hab feat. NERVO,,NOT_FOUND,
Cantaloop (Flip Fantasia),US3,Living in the 90'S - Disk 2,NOT_FOUND,
You Make Me Wanna,Usher,,NOT_FOUND,
OMG,Usher ft. Will I. Am,Raymond vs Raymond,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/OMG.mp3
Can't Stop Lovin' You,Van Halen,,NOT_FOUND,
The Hustle,Van McCoy,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Disco Hits/Van McCoy - The Hustle.mp3
Save The Best For Last,Vanessa Williams,,NOT_FOUND,
Colors Of The Wind,Vanessa Williams,,NOT_FOUND,
The Sweetest Days,Vanessa Williams,,NOT_FOUND,
Love Is,Vanessa Williams And Brian McKnight,,NOT_FOUND,
"Ice, Ice Baby",Vanilla Ice,1990 Top 100,NOT_FOUND,
Play That Funky Music,Vanilla Ice,1991 Top 100,NOT_FOUND,
Give Me Everything,Various Artists,RnB Seductions,NOT_FOUND,
Moon Rising,Various Artists,Rock Mix Clasico,NOT_FOUND,
Village People - YMCA (Disco Oldies),Village People,?,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/The Best Of 80's Hits/Village People - YMCA (Disco Oldies).mp3
Techno (Original Mix) [www.livingelectro.com],VINAI,,NOT_FOUND,
VINAI - Legend (Original Mix)www.livingelectro.com,VINAI,,NOT_FOUND,
(MASTER) Vito V RMX Contest,Vito V & Kay,,NOT_FOUND,
Shake It In Limbo (Dj Cosmic XTD Mix),Voicemail & Beenie Man,,NOT_FOUND,
Boom 2 Club (Dj Cos,Vybrate,,NOT_FOUND,
Summertime,Vybz Kartel,,NOT_FOUND,
Vybz Kartel - Summertime (from WWW.DEEZER.LINK),Vybz Kartel,,NOT_FOUND,
We Control The Sound (Original Mix),W&W & Headhunterz,,NOT_FOUND,
Tell Har Fi Move,Ward 21 (Suku),"Singles Pack ""05/31/2014"" - [www.dancehallzone.net]",NOT_FOUND,
I Saw Red,Warrant,,NOT_FOUND,
This DJ,Warren G,,NOT_FOUND,
Regulate,Warren G And Nate Dog,,NOT_FOUND,
Can't Feel My Face (SoundMan Club Hitter),The Weekend,,NOT_FOUND,
I Believe In You And Me,Whitney Houston,1997,NOT_FOUND,
I Will Always Love You,Whitney Houston,,NOT_FOUND,
Exhale,Whitney Houston,,NOT_FOUND,
All The Man That I Need,Whitney Houston,,NOT_FOUND,
I Have Nothing,Whitney Houston,,NOT_FOUND,
I'm Every Woman,Whitney Houston,,NOT_FOUND,
I'm Your Baby Tonight,Whitney Houston,,NOT_FOUND,
Count On Me (From Waiting To Exhale),Whitney Houston & Ce Ce Winans,,NOT_FOUND,
Will Sparks - Flutatious (Original Mix) (drunkenbeat.net),Will Sparks,drunkenbeat.net,NOT_FOUND,
I'm Not In Love,Will To Power,1991 Top 100,NOT_FOUND,
Scream & Shout (Reidiculous Remix) COSMIC CLEAN,Will.i.am feat. Britney Spears,,NOT_FOUND,
Baila (Cosmic French XTD),Willy William & Lyloo,,NOT_FOUND,
Release Me,Wilson Phillips,Wilson Phillips,NOT_FOUND,
Hold On,Wilson Phillips,1990 Top 100,NOT_FOUND,
You're In Love,Wilson Phillips,1991 Top 100,NOT_FOUND,
Impulsive,Wilson Phillips,1991 Top 100,NOT_FOUND,
Miles Away,Winger,1991 Top 100,NOT_FOUND,
Wiz Khalifa feat. Charlie Puth - See You Again (Ale Mora Remix),Wiz Khalifa feat. Charlie Puth,,NOT_FOUND,
We Dem Boyz (Hol' Up) Remix (Intro - Clean),"Wiz Khalifa ft. Puff Daddy, Meek Mill, French Montana, & T.I.",,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Wiz Khalifa - We Dem Boyz (Hol' Up) Remix (Intro - Clean).mp3
Rump Shaker,Wreckx-N-Effect,,NOT_FOUND,
Calvin Harris - Open Wide feat Big Sean (DJ SoundMan Quick Hitter),www.DJSOUNDMAN.com,,NOT_FOUND,
Run It- - www.KrazyWAP.MoBi,- www.KrazyWap.MoBi,Chris Brown - www.KrazyWap.MoBi,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Run It-(www.krazywap.mobi).mp3
Ludacris - Move Bitch,www.Pressplay.to,DJ SIESTO - Big Old But Gold-www.Pressplay.to,NOT_FOUND,
Just Kickin It,Xscape,,NOT_FOUND,
Understanding,Xscape,,NOT_FOUND,
Just Kickin It,Xscape,,NOT_FOUND,
Heads Will Roll (SoundMan Quick Hitter),Yeah Yeah Yeahs,,NOT_FOUND,
7 Seconds ft. Neneh Cherry,Youssou N'Dour,,NOT_FOUND,
I Want You to Know (feat. Selena Gomez) - ACAPELLA,Zedd,,NOT_FOUND,
I Want You to Know (feat. Selena Gomez) - ACAPELLA,Zedd,,NOT_FOUND,
Want You to Know (SoundMan Club Hitter),Zedd ft Selena Gomez,,NOT_FOUND,
Hey Mr DJ,Zhane,,NOT_FOUND,
Groove Thang,Zhane,,NOT_FOUND,
Faded  (The Magician Remix ),ZHU,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/ZHU-Faded-The_Magician_Remix_-125.mp3
Release Me (TV Rock Club Edit),Zoe Badwi,,MULTIPLE_MATCHES,
Humble Invades (Moneykey Bootleg),Zomboy Vs Kendrick Lamar,,NOT_FOUND,
Old School,2Pac,Me Against The World,NOT_FOUND,
How Do You Want It,2Pac,,NOT_FOUND,
I Get Around,2Pac,,NOT_FOUND,
My First Kiss,3OH!3 Feat. Ke$ha,Streets of Gold,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/My First Kiss.mp3
Anything,3T,,NOT_FOUND,
What's Up,4 Non-Blondes,"Bigger, Better, Faster, More!",NOT_FOUND,
Sukiyaki,4 PM,Now's the Time,NOT_FOUND,
PLG**,5SANG14,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/5SANG14 - PLG [Clip Officiel].mp3
Because The Night,"10,000 Maniacs",,NOT_FOUND,
Short Dick Man,20 Fingers,Billboard Hits - 1995 - Disk 5,NOT_FOUND,
Tootsie Roll,69 Boyz,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
Tootsee Roll,69 Boyz,,NOT_FOUND,
"Whoot, There It Is",95 South,,NOT_FOUND,
Invisible Man,98 Degrees,,NOT_FOUND,
Cupid,112,1997,NOT_FOUND,
Only You,112,,NOT_FOUND,
Get It Together,702,1997,NOT_FOUND,
Freestyle 3,?,Freestyle 3,NOT_FOUND,
